Year,FishCountry,TaxonName,CommonName,SumCatch
2003,Cuba,Katsuwonus pelamis,Skipjack tuna,580.171932
2003,Cuba,Thunnus albacares,Yellowfin tuna,9.075955695
2003,Denmark,Thunnus,Tuna,178.0029799
2003,Ecuador,Thunnus obesus,Bigeye tuna,18994.18784
2003,Ecuador,Euthynnus lineatus,Black skipjack,16.34477408
2003,Ecuador,Katsuwonus pelamis,Skipjack tuna,121286.3061
2003,Ecuador,Thunnus albacares,Yellowfin tuna,37507.86189
2003,Egypt,Euthynnus affinis,Kawakawa,441.1888811
2003,El Salvador,Thunnus obesus,Bigeye tuna,1142.335511
2003,El Salvador,Katsuwonus pelamis,Skipjack tuna,4514.180386
2003,El Salvador,Thunnus albacares,Yellowfin tuna,6576.579642
2003,Fiji,Thunnus alalunga,Albacore,5080.164659
2003,Fiji,Thunnus obesus,Bigeye tuna,791.5236826
2003,Fiji,Katsuwonus pelamis,Skipjack tuna,29.94762679
2003,Fiji,Thunnus albacares,Yellowfin tuna,2014.031119
2003,France,Thunnus alalunga,Albacore,523.8311535
2003,France,Thunnus thynnus,Atlantic bluefin tuna,1.010064625
2003,France,Thunnus obesus,Bigeye tuna,6857.788678
2003,France,Scombridae,Mackerels  tunas and bonitos,0.194121153
2003,France,Katsuwonus pelamis,Skipjack tuna,41290.68158
2003,France,Thunnus albacares,Yellowfin tuna,65551.95266
2003,French Polynesia,Thunnus alalunga,Albacore,3301.931966
2003,French Polynesia,Thunnus obesus,Bigeye tuna,373.8113482
2003,French Polynesia,Katsuwonus pelamis,Skipjack tuna,1076.008856
2003,French Polynesia,Thunnus albacares,Yellowfin tuna,1087.047213
2003,Gabon,Euthynnus alletteratus,Little tunny,1.700275516
2003,Gabon,Scombridae,Mackerels  tunas and bonitos,18.45105434
2003,Gabon,Thunnus albacares,Yellowfin tuna,39.16787063
2003,Gambia,Thunnus albacares,Yellowfin tuna,50.65770793
2003,Germany,Scombridae,Mackerels  tunas and bonitos,309.0408756
2003,Ghana,Thunnus obesus,Bigeye tuna,13142.39227
2003,Ghana,Makaira nigricans,Blue marlin,392.28706
2003,Ghana,Euthynnus alletteratus,Little tunny,179.0066484
2003,Ghana,Katsuwonus pelamis,Skipjack tuna,23768.61968
2003,Ghana,Thunnus albacares,Yellowfin tuna,17805.07322
2003,Grenada,Thunnus alalunga,Albacore,45.71812777
2003,Grenada,Thunnus obesus,Bigeye tuna,0.995999241
2003,Grenada,Thunnus atlanticus,Blackfin tuna,7.50139728
2003,Grenada,Makaira nigricans,Blue marlin,70.27117784
2003,Grenada,Katsuwonus pelamis,Skipjack tuna,15.86069692
2003,Grenada,Thunnus albacares,Yellowfin tuna,739.909024
2003,Guam (USA),Scombridae,Mackerels  tunas and bonitos,0.943792709
2003,Guam (USA),Katsuwonus pelamis,Skipjack tuna,35.59682123
2003,Guam (USA),Thunnus albacares,Yellowfin tuna,16.30791936
2003,Guatemala,Thunnus obesus,Bigeye tuna,1636.411939
2003,Guatemala,Katsuwonus pelamis,Skipjack tuna,9678.304534
2003,Guatemala,Thunnus albacares,Yellowfin tuna,2987.324941
2003,Guinea,Scombridae,Mackerels  tunas and bonitos,62.28061035
2003,Guinea,Thunnus albacares,Yellowfin tuna,45.10146687
2003,Guinea-Bissau,Katsuwonus pelamis,Skipjack tuna,0.981012239
2003,Hong Kong,Scombridae,Mackerels  tunas and bonitos,0.248381646
2003,Indonesia,Thunnus alalunga,Albacore,4583.749684
2003,Indonesia,Thunnus obesus,Bigeye tuna,17571.37227
2003,Indonesia,Euthynnus affinis,Kawakawa,17105.99426
2003,Indonesia,Thunnus tonggol,Longtail tuna,16372.91698
2003,Indonesia,Scombridae,Mackerels  tunas and bonitos,21614.48613
2003,Indonesia,Katsuwonus pelamis,Skipjack tuna,105942.9461
2003,Indonesia,Thunnus maccoyii,Southern bluefin tuna,562.371382
2003,Indonesia,Thunnus albacares,Yellowfin tuna,71804.93775
2003,Iran,Euthynnus affinis,Kawakawa,936.6037362
2003,Iran,Thunnus tonggol,Longtail tuna,11362.09612
2003,Iran,Katsuwonus pelamis,Skipjack tuna,27367.27504
2003,Iran,Thunnus albacares,Yellowfin tuna,19397.10535
2003,Ireland,Thunnus alalunga,Albacore,108.2960601
2003,Ireland,Thunnus thynnus,Atlantic bluefin tuna,0.002220642
2003,Ireland,Scombridae,Mackerels  tunas and bonitos,34.94624081
2003,Ireland,Thunnus,Tuna,0.312045296
2003,Italy,Thunnus alalunga,Albacore,43.95756711
2003,Italy,Thunnus obesus,Bigeye tuna,214.3482345
2003,Italy,Katsuwonus pelamis,Skipjack tuna,2477.207383
2003,Italy,Thunnus albacares,Yellowfin tuna,3770.120461
2003,Japan,Thunnus alalunga,Albacore,67379.0042
2003,Japan,Thunnus thynnus,Atlantic bluefin tuna,2139.296589
2003,Japan,Thunnus obesus,Bigeye tuna,136401.4401
2003,Japan,Makaira nigricans,Blue marlin,422.5982374
2003,Japan,Scombridae,Mackerels  tunas and bonitos,128.3674255
2003,Japan,Thunnus orientalis,Pacific bluefin tuna,6611.000268
2003,Japan,Katsuwonus pelamis,Skipjack tuna,287481.8981
2003,Japan,Thunnus maccoyii,Southern bluefin tuna,5201.400033
2003,Japan,Thunnus albacares,Yellowfin tuna,92839.45154
2003,Kenya,Katsuwonus pelamis,Skipjack tuna,429.7363721
2003,Kiribati,Thunnus obesus,Bigeye tuna,221.1810034
2003,Kiribati,Katsuwonus pelamis,Skipjack tuna,3522.206619
2003,Kiribati,Thunnus albacares,Yellowfin tuna,1103.911558
2003,Korea (South),Thunnus alalunga,Albacore,2765.924109
2003,Korea (South),Thunnus obesus,Bigeye tuna,36640.15611
2003,Korea (South),Scombridae,Mackerels  tunas and bonitos,6638.532309
2003,Korea (South),Katsuwonus pelamis,Skipjack tuna,179835.6796
2003,Korea (South),Thunnus maccoyii,Southern bluefin tuna,220.9999994
2003,Korea (South),Thunnus albacares,Yellowfin tuna,73609.14408
2003,Latvia,Thunnus albacares,Yellowfin tuna,154.5347706
2003,Liberia,Thunnus obesus,Bigeye tuna,140.5294348
2003,Liberia,Makaira nigricans,Blue marlin,105.609714
2003,Liberia,Thunnus albacares,Yellowfin tuna,134.8410807
2003,Libya,Thunnus obesus,Bigeye tuna,593.0000054
2003,Libya,Thunnus albacares,Yellowfin tuna,72.99999892
2003,Lithuania,Scombridae,Mackerels  tunas and bonitos,4.452829361
2003,Lithuania,Katsuwonus pelamis,Skipjack tuna,114.575829
2003,Malaysia,Thunnus obesus,Bigeye tuna,354.953969
2003,Malaysia,Euthynnus affinis,Kawakawa,17068.49599
2003,Malaysia,Thunnus tonggol,Longtail tuna,16533.9051
2003,Malaysia,Thunnus albacares,Yellowfin tuna,520.4078954
2003,Marshall Isl.,Thunnus obesus,Bigeye tuna,192.2517728
2003,Marshall Isl.,Katsuwonus pelamis,Skipjack tuna,9617.876451
2003,Marshall Isl.,Thunnus albacares,Yellowfin tuna,676.1192659
2003,Mauritania,Scombridae,Mackerels  tunas and bonitos,715.0499518
2003,Mexico,Thunnus alalunga,Albacore,79.41785003
2003,Mexico,Thunnus thynnus,Atlantic bluefin tuna,13.60966586
2003,Mexico,Thunnus obesus,Bigeye tuna,178.7909846
2003,Mexico,Thunnus orientalis,Pacific bluefin tuna,1041.214974
2003,Mexico,Katsuwonus pelamis,Skipjack tuna,6412.640782
2003,Mexico,Thunnus albacares,Yellowfin tuna,119494.2161
2003,Micronesia,Thunnus alalunga,Albacore,0.442246391
2003,Micronesia,Thunnus obesus,Bigeye tuna,427.9756813
2003,Micronesia,Katsuwonus pelamis,Skipjack tuna,6566.24188
2003,Micronesia,Thunnus albacares,Yellowfin tuna,1788.270355
2003,Mozambique,Scombridae,Mackerels  tunas and bonitos,1349.238808
2003,Namibia,Thunnus alalunga,Albacore,2991.17234
2003,Namibia,Thunnus obesus,Bigeye tuna,207.1628071
2003,Namibia,Thunnus albacares,Yellowfin tuna,128.9405677
2003,Nauru,Thunnus alalunga,Albacore,0.884492783
2003,Nauru,Thunnus obesus,Bigeye tuna,3.747597909
2003,Nauru,Katsuwonus pelamis,Skipjack tuna,1.091916834
2003,Nauru,Thunnus albacares,Yellowfin tuna,5.716367678
2003,Netherlands Antilles,Thunnus obesus,Bigeye tuna,2758.000025
2003,Netherlands Antilles,Euthynnus alletteratus,Little tunny,9.000007002
2003,Netherlands Antilles,Katsuwonus pelamis,Skipjack tuna,10092.00014
2003,Netherlands Antilles,Thunnus albacares,Yellowfin tuna,6184.999909
2003,New Zealand,Thunnus alalunga,Albacore,5161.584992
2003,New Zealand,Thunnus obesus,Bigeye tuna,556.1288692
2003,New Zealand,Scombridae,Mackerels  tunas and bonitos,18.88413896
2003,New Zealand,Thunnus orientalis,Pacific bluefin tuna,40.80735502
2003,New Zealand,Katsuwonus pelamis,Skipjack tuna,19537.03897
2003,New Zealand,Thunnus maccoyii,Southern bluefin tuna,328.2895002
2003,New Zealand,Thunnus albacares,Yellowfin tuna,3312.204531
2003,Nigeria,Scombridae,Mackerels  tunas and bonitos,45.95476631
2003,Niue (New Zealand),Scombridae,Mackerels  tunas and bonitos,97.92795968
2003,North Marianas (USA),Scombridae,Mackerels  tunas and bonitos,3.515764285
2003,North Marianas (USA),Katsuwonus pelamis,Skipjack tuna,68.43147465
2003,North Marianas (USA),Thunnus albacares,Yellowfin tuna,11.03289373
2003,Other countries,Thunnus alalunga,Albacore,820.6580126
2003,Other countries,Thunnus obesus,Bigeye tuna,10927.86746
2003,Other countries,Euthynnus alletteratus,Little tunny,0.002006441
2003,Other countries,Katsuwonus pelamis,Skipjack tuna,50089.27745
2003,Other countries,Thunnus maccoyii,Southern bluefin tuna,51.42943626
2003,Other countries,Thunnus albacares,Yellowfin tuna,43789.40819
2003,Pakistan,Euthynnus affinis,Kawakawa,1272.177808
2003,Pakistan,Thunnus tonggol,Longtail tuna,4535.501657
2003,Pakistan,Scombridae,Mackerels  tunas and bonitos,2272.453786
2003,Pakistan,Katsuwonus pelamis,Skipjack tuna,3012.976895
2003,Pakistan,Thunnus albacares,Yellowfin tuna,3040.815164
2003,Palau,Thunnus alalunga,Albacore,0.236291574
2003,Palau,Thunnus obesus,Bigeye tuna,0.911162595
2003,Palau,Euthynnus affinis,Kawakawa,1.516731949
2003,Palau,Scombridae,Mackerels  tunas and bonitos,2.622466115
2003,Palau,Thunnus orientalis,Pacific bluefin tuna,2.588151631
2003,Palau,Thunnus albacares,Yellowfin tuna,17.15883426
2003,Panama,Thunnus obesus,Bigeye tuna,3866.687929
2003,Panama,Euthynnus lineatus,Black skipjack,3.894392023
2003,Panama,Katsuwonus pelamis,Skipjack tuna,11399.34481
2003,Panama,Thunnus albacares,Yellowfin tuna,28479.54481
2003,Peru,Katsuwonus pelamis,Skipjack tuna,205.9065429
2003,Peru,Thunnus albacares,Yellowfin tuna,3151.563748
2003,Philippines,Thunnus obesus,Bigeye tuna,10420.54679
2003,Philippines,Euthynnus affinis,Kawakawa,7833.391284
2003,Philippines,Scombridae,Mackerels  tunas and bonitos,1.000000013
2003,Philippines,Katsuwonus pelamis,Skipjack tuna,55531.67833
2003,Philippines,Thunnus albacares,Yellowfin tuna,59524.21829
2003,Portugal,Thunnus alalunga,Albacore,688.5226144
2003,Portugal,Thunnus thynnus,Atlantic bluefin tuna,28.45824053
2003,Portugal,Thunnus obesus,Bigeye tuna,1226.025992
2003,Portugal,Makaira nigricans,Blue marlin,15.69463884
2003,Portugal,Scombridae,Mackerels  tunas and bonitos,63.20104051
2003,Portugal,Katsuwonus pelamis,Skipjack tuna,2519.415836
2003,Portugal,Thunnus,Tuna,30.23654481
2003,Portugal,Thunnus albacares,Yellowfin tuna,33.95339195
2003,Puerto Rico (USA),Thunnus atlanticus,Blackfin tuna,0.795112753
2003,Puerto Rico (USA),Scombridae,Mackerels  tunas and bonitos,10.94421823
2003,Puerto Rico (USA),Katsuwonus pelamis,Skipjack tuna,23.99362552
2003,Puerto Rico (USA),Thunnus albacares,Yellowfin tuna,18.18548392
2003,Réunion (France),Thunnus alalunga,Albacore,354.1984632
2003,Réunion (France),Thunnus obesus,Bigeye tuna,68.46228068
2003,Réunion (France),Euthynnus affinis,Kawakawa,18.17910409
2003,Réunion (France),Scombridae,Mackerels  tunas and bonitos,0.962670932
2003,Réunion (France),Katsuwonus pelamis,Skipjack tuna,69.45033052
2003,Réunion (France),Thunnus albacares,Yellowfin tuna,565.8032618
2003,Russian Federation,Euthynnus alletteratus,Little tunny,0.047726419
2003,Saint Helena (UK),Thunnus alalunga,Albacore,2.924782074
2003,Saint Helena (UK),Thunnus obesus,Bigeye tuna,3.783802305
2003,Saint Helena (UK),Katsuwonus pelamis,Skipjack tuna,168.1864079
2003,Saint Helena (UK),Thunnus albacares,Yellowfin tuna,148.7830523
2003,Saint Vincent & the Grenadines,Thunnus alalunga,Albacore,1543.766977
2003,Saint Vincent & the Grenadines,Thunnus obesus,Bigeye tuna,102.3766825
2003,Saint Vincent & the Grenadines,Thunnus atlanticus,Blackfin tuna,0.452419222
2003,Saint Vincent & the Grenadines,Scombridae,Mackerels  tunas and bonitos,1619.904323
2003,Saint Vincent & the Grenadines,Katsuwonus pelamis,Skipjack tuna,93.8323036
2003,Saint Vincent & the Grenadines,Thunnus albacares,Yellowfin tuna,560.4536502
2003,Samoa,Thunnus alalunga,Albacore,2237.731361
2003,Samoa,Thunnus obesus,Bigeye tuna,109.0876794
2003,Samoa,Scombridae,Mackerels  tunas and bonitos,159.8400345
2003,Samoa,Katsuwonus pelamis,Skipjack tuna,6.988064186
2003,Samoa,Thunnus albacares,Yellowfin tuna,290.3725503
2003,Saudi Arabia,Euthynnus affinis,Kawakawa,295.0141587
2003,Saudi Arabia,Thunnus tonggol,Longtail tuna,272.5222657
2003,Senegal,Thunnus obesus,Bigeye tuna,463.5049649
2003,Senegal,Euthynnus alletteratus,Little tunny,31.09137984
2003,Senegal,Scombridae,Mackerels  tunas and bonitos,4.495581967
2003,Senegal,Katsuwonus pelamis,Skipjack tuna,710.0635923
2003,Senegal,Thunnus albacares,Yellowfin tuna,270.7845957
2003,Seychelles,Thunnus alalunga,Albacore,1254.422318
2003,Seychelles,Thunnus obesus,Bigeye tuna,6418.485988
2003,Seychelles,Euthynnus affinis,Kawakawa,70.6068946
2003,Seychelles,Thunnus tonggol,Longtail tuna,16.3106383
2003,Seychelles,Scombridae,Mackerels  tunas and bonitos,30.40245459
2003,Seychelles,Katsuwonus pelamis,Skipjack tuna,32490.34737
2003,Seychelles,Thunnus albacares,Yellowfin tuna,29618.79465
2003,Sierra Leone,Scombridae,Mackerels  tunas and bonitos,698.7836658
2003,Singapore,Katsuwonus pelamis,Skipjack tuna,3.995308086
2003,South Africa,Thunnus alalunga,Albacore,3172.4888
2003,South Africa,Thunnus obesus,Bigeye tuna,356.1475923
2003,South Africa,Makaira nigricans,Blue marlin,0.919515035
2003,South Africa,Euthynnus affinis,Kawakawa,0.195967406
2003,South Africa,Scombridae,Mackerels  tunas and bonitos,304.8050282
2003,South Africa,Katsuwonus pelamis,Skipjack tuna,2.138154959
2003,South Africa,Thunnus maccoyii,Southern bluefin tuna,13.04216799
2003,South Africa,Thunnus albacares,Yellowfin tuna,915.8065726
2003,Spain,Thunnus alalunga,Albacore,2268.265713
2003,Spain,Thunnus thynnus,Atlantic bluefin tuna,3.280897559
2003,Spain,Thunnus obesus,Bigeye tuna,16302.16796
2003,Spain,Makaira nigricans,Blue marlin,10.00000343
2003,Spain,Euthynnus alletteratus,Little tunny,0.000636665
2003,Spain,Scombridae,Mackerels  tunas and bonitos,1121.680771
2003,Spain,Katsuwonus pelamis,Skipjack tuna,94773.60599
2003,Spain,Thunnus maccoyii,Southern bluefin tuna,3.631054547
2003,Spain,Thunnus,Tuna,0.870466577
2003,Spain,Thunnus albacares,Yellowfin tuna,62927.10391
2003,Sri Lanka,Thunnus obesus,Bigeye tuna,465.2231076
2003,Sri Lanka,Euthynnus affinis,Kawakawa,1635.212559
2003,Sri Lanka,Scombridae,Mackerels  tunas and bonitos,21586.04412
2003,Sri Lanka,Katsuwonus pelamis,Skipjack tuna,53683.15932
2003,Sri Lanka,Thunnus albacares,Yellowfin tuna,25386.16692
2003,Taiwan,Thunnus alalunga,Albacore,44975.77471
2003,Taiwan,Thunnus thynnus,Atlantic bluefin tuna,22.82990374
2003,Taiwan,Thunnus obesus,Bigeye tuna,87933.65171
2003,Taiwan,Makaira nigricans,Blue marlin,276.20014
2003,Taiwan,Euthynnus affinis,Kawakawa,933.1527444
2003,Taiwan,Thunnus tonggol,Longtail tuna,1486.788081
2003,Taiwan,Thunnus orientalis,Pacific bluefin tuna,1435.718836
2003,Taiwan,Katsuwonus pelamis,Skipjack tuna,116050.7593
2003,Taiwan,Thunnus maccoyii,Southern bluefin tuna,1060.903794
2003,Taiwan,Thunnus albacares,Yellowfin tuna,67100.93209
2003,Tanzania,Scombridae,Mackerels  tunas and bonitos,284.3659223
2003,Tanzania,Thunnus albacares,Yellowfin tuna,641.4384315
2003,Thailand,Thunnus alalunga,Albacore,60.53876392
2003,Thailand,Thunnus obesus,Bigeye tuna,93.1387128
2003,Thailand,Euthynnus affinis,Kawakawa,18937.26824
2003,Thailand,Thunnus tonggol,Longtail tuna,27927.9658
2003,Thailand,Thunnus albacares,Yellowfin tuna,62.25767803
2003,Togo,Thunnus obesus,Bigeye tuna,99.53543502
2003,Tokelau (New Zealand),Scombridae,Mackerels  tunas and bonitos,48.91361033
2003,Tonga,Thunnus alalunga,Albacore,597.1425741
2003,Tonga,Thunnus obesus,Bigeye tuna,92.236332
2003,Tonga,Scombridae,Mackerels  tunas and bonitos,62.74071297
2003,Tonga,Katsuwonus pelamis,Skipjack tuna,38.86492542
2003,Tonga,Thunnus albacares,Yellowfin tuna,257.5854883
2003,Trinidad & Tobago,Thunnus alalunga,Albacore,128.137201
2003,Trinidad & Tobago,Thunnus obesus,Bigeye tuna,108.6826287
2003,Trinidad & Tobago,Thunnus atlanticus,Blackfin tuna,3.987344927
2003,Trinidad & Tobago,Makaira nigricans,Blue marlin,85.17199199
2003,Trinidad & Tobago,Scombridae,Mackerels  tunas and bonitos,364.1831056
2003,Trinidad & Tobago,Thunnus albacares,Yellowfin tuna,507.5469478
2003,Ukraine,Scombridae,Mackerels  tunas and bonitos,31.92188491
2003,Uruguay,Thunnus alalunga,Albacore,161.4953952
2003,Uruguay,Thunnus thynnus,Atlantic bluefin tuna,0.250000002
2003,Uruguay,Thunnus obesus,Bigeye tuna,112.6025771
2003,Uruguay,Makaira nigricans,Blue marlin,8.503103501
2003,Uruguay,Scombridae,Mackerels  tunas and bonitos,100.0139042
2003,Uruguay,Thunnus albacares,Yellowfin tuna,141.8210139
2003,US Virgin Isl.,Scombridae,Mackerels  tunas and bonitos,58.90951722
2003,USA,Thunnus alalunga,Albacore,14745.18825
2003,USA,Thunnus thynnus,Atlantic bluefin tuna,45.91726402
2003,USA,Thunnus obesus,Bigeye tuna,7961.524018
2003,USA,Thunnus atlanticus,Blackfin tuna,0.064252804
2003,USA,Euthynnus affinis,Kawakawa,0.919745015
2003,USA,Scombridae,Mackerels  tunas and bonitos,16.91917187
2003,USA,Thunnus orientalis,Pacific bluefin tuna,29.68864105
2003,USA,Katsuwonus pelamis,Skipjack tuna,51908.50479
2003,USA,Thunnus albacares,Yellowfin tuna,19207.20578
2003,Vanuatu,Thunnus alalunga,Albacore,4018.732341
2003,Vanuatu,Thunnus obesus,Bigeye tuna,6976.253046
2003,Vanuatu,Euthynnus lineatus,Black skipjack,11.99999973
2003,Vanuatu,Katsuwonus pelamis,Skipjack tuna,32881.17986
2003,Vanuatu,Thunnus albacares,Yellowfin tuna,7597.269851
2003,Venezuela,Thunnus alalunga,Albacore,483.7055222
2003,Venezuela,Thunnus obesus,Bigeye tuna,1400.981946
2003,Venezuela,Euthynnus lineatus,Black skipjack,10.99999998
2003,Venezuela,Thunnus atlanticus,Blackfin tuna,1.963577453
2003,Venezuela,Makaira nigricans,Blue marlin,115.7769899
2003,Venezuela,Katsuwonus pelamis,Skipjack tuna,13687.7811
2003,Venezuela,Thunnus albacares,Yellowfin tuna,97592.63854
2003,Yemen,Euthynnus affinis,Kawakawa,5924.803275
2003,Yemen,Thunnus tonggol,Longtail tuna,4124.006689
2003,Yemen,Scombridae,Mackerels  tunas and bonitos,8507.165545
2003,Yemen,Katsuwonus pelamis,Skipjack tuna,6915.290904
2003,Yemen,Thunnus albacares,Yellowfin tuna,34126.75452
2004,American Samoa,Thunnus alalunga,Albacore,2424.806357
2004,American Samoa,Thunnus obesus,Bigeye tuna,219.2368278
2004,American Samoa,Scombridae,Mackerels  tunas and bonitos,0.242643934
2004,American Samoa,Katsuwonus pelamis,Skipjack tuna,233.3474064
2004,American Samoa,Thunnus albacares,Yellowfin tuna,863.9272263
2004,Angola,Thunnus obesus,Bigeye tuna,255.5632324
2004,Angola,Scombridae,Mackerels  tunas and bonitos,78.34471579
2004,Angola,Katsuwonus pelamis,Skipjack tuna,4.235221571
2004,Angola,Thunnus albacares,Yellowfin tuna,14.49219327
2004,Australia,Thunnus alalunga,Albacore,447.165119
2004,Australia,Thunnus obesus,Bigeye tuna,761.7380693
2004,Australia,Euthynnus affinis,Kawakawa,0.520133122
2004,Australia,Thunnus tonggol,Longtail tuna,10.22690904
2004,Australia,Scombridae,Mackerels  tunas and bonitos,1629.710649
2004,Australia,Katsuwonus pelamis,Skipjack tuna,529.7096302
2004,Australia,Thunnus maccoyii,Southern bluefin tuna,4228.619016
2004,Australia,Thunnus albacares,Yellowfin tuna,1996.325688
2004,Barbados,Thunnus alalunga,Albacore,9.767833343
2004,Barbados,Thunnus obesus,Bigeye tuna,18.36764904
2004,Barbados,Katsuwonus pelamis,Skipjack tuna,1.920561362
2004,Barbados,Thunnus albacares,Yellowfin tuna,202.1724313
2004,Belize,Thunnus alalunga,Albacore,91.99999981
2004,Belize,Thunnus obesus,Bigeye tuna,522.9999969
2004,Belize,Scombridae,Mackerels  tunas and bonitos,0.500000005
2004,Belize,Thunnus albacares,Yellowfin tuna,426.9999993
2004,Benin,Euthynnus alletteratus,Little tunny,72.02074091
2004,Benin,Thunnus albacares,Yellowfin tuna,4.96183951
2004,Bermuda (UK),Thunnus alalunga,Albacore,0.887486073
2004,Bermuda (UK),Thunnus thynnus,Atlantic bluefin tuna,0.223998971
2004,Bermuda (UK),Thunnus obesus,Bigeye tuna,0.944177401
2004,Bermuda (UK),Thunnus atlanticus,Blackfin tuna,0.578664194
2004,Bermuda (UK),Makaira nigricans,Blue marlin,1.810289668
2004,Bermuda (UK),Katsuwonus pelamis,Skipjack tuna,0.922784536
2004,Bermuda (UK),Thunnus albacares,Yellowfin tuna,76.75626666
2004,Brazil,Thunnus alalunga,Albacore,529.115745
2004,Brazil,Thunnus obesus,Bigeye tuna,1166.353041
2004,Brazil,Thunnus atlanticus,Blackfin tuna,3.005176869
2004,Brazil,Makaira nigricans,Blue marlin,77.44933174
2004,Brazil,Euthynnus alletteratus,Little tunny,1.897614909
2004,Brazil,Scombridae,Mackerels  tunas and bonitos,160.5459662
2004,Brazil,Katsuwonus pelamis,Skipjack tuna,15639.77564
2004,Brazil,Thunnus albacares,Yellowfin tuna,4575.412893
2004,Cameroon,Scombridae,Mackerels  tunas and bonitos,20.7038727
2004,Canada,Thunnus alalunga,Albacore,4637.636207
2004,Cape Verde,Thunnus obesus,Bigeye tuna,0.900298773
2004,Cape Verde,Euthynnus alletteratus,Little tunny,10.21433812
2004,Cape Verde,Katsuwonus pelamis,Skipjack tuna,332.257939
2004,Cape Verde,Thunnus albacares,Yellowfin tuna,1692.534458
2004,Chile,Thunnus alalunga,Albacore,5.856368668
2004,Chile,Thunnus obesus,Bigeye tuna,8.286211287
2004,Chile,Katsuwonus pelamis,Skipjack tuna,31.59850101
2004,Chile,Thunnus albacares,Yellowfin tuna,72.05207067
2004,China,Thunnus alalunga,Albacore,7654.146026
2004,China,Thunnus thynnus,Atlantic bluefin tuna,32.99282518
2004,China,Thunnus obesus,Bigeye tuna,33959.05855
2004,China,Makaira nigricans,Blue marlin,57.97584573
2004,China,Scombridae,Mackerels  tunas and bonitos,10959.38332
2004,China,Katsuwonus pelamis,Skipjack tuna,18495.54522
2004,China,Thunnus albacares,Yellowfin tuna,12633.96795
2004,Colombia,Thunnus obesus,Bigeye tuna,763.2324101
2004,Colombia,Scombridae,Mackerels  tunas and bonitos,11225.9526
2004,Colombia,Katsuwonus pelamis,Skipjack tuna,3807.135132
2004,Colombia,Thunnus albacares,Yellowfin tuna,13328.31656
2004,Comoros,Thunnus obesus,Bigeye tuna,34.44481846
2004,Comoros,Euthynnus affinis,Kawakawa,179.5734075
2004,Comoros,Scombridae,Mackerels  tunas and bonitos,483.3369599
2004,Comoros,Katsuwonus pelamis,Skipjack tuna,3136.548281
2004,Comoros,Thunnus albacares,Yellowfin tuna,5771.675704
2004,Congo, R. of,Scombridae,Mackerels  tunas and bonitos,53.17009038
2004,Cook Isl. (New Zealand),Thunnus alalunga,Albacore,1723.129082
2004,Cook Isl. (New Zealand),Thunnus obesus,Bigeye tuna,356.8009623
2004,Cook Isl. (New Zealand),Katsuwonus pelamis,Skipjack tuna,45.63695594
2004,Cook Isl. (New Zealand),Thunnus albacares,Yellowfin tuna,459.8681744
2004,Costa Rica,Scombridae,Mackerels  tunas and bonitos,1643.686525
2004,Côte d'Ivoire,Makaira nigricans,Blue marlin,111.2802579
2004,Côte d'Ivoire,Katsuwonus pelamis,Skipjack tuna,543.2079672
2004,Côte d'Ivoire,Thunnus albacares,Yellowfin tuna,548.4430071
2004,Cuba,Thunnus atlanticus,Blackfin tuna,2.101744054
2004,Cuba,Makaira nigricans,Blue marlin,3.50619638
2004,Cuba,Katsuwonus pelamis,Skipjack tuna,498.7282381
2004,Cuba,Thunnus albacares,Yellowfin tuna,17.24431582
2004,Ecuador,Thunnus obesus,Bigeye tuna,24912.07938
2004,Ecuador,Euthynnus lineatus,Black skipjack,50.5013158
2004,Ecuador,Scombridae,Mackerels  tunas and bonitos,106.4460993
2004,Ecuador,Katsuwonus pelamis,Skipjack tuna,81222.29618
2004,Ecuador,Thunnus albacares,Yellowfin tuna,40842.08596
2004,Egypt,Euthynnus affinis,Kawakawa,292.4827592
2004,El Salvador,Thunnus obesus,Bigeye tuna,967.0512476
2004,El Salvador,Katsuwonus pelamis,Skipjack tuna,6850.23149
2004,El Salvador,Thunnus albacares,Yellowfin tuna,12850.0682
2004,Fiji,Thunnus alalunga,Albacore,8335.27961
2004,Fiji,Thunnus obesus,Bigeye tuna,1116.502472
2004,Fiji,Katsuwonus pelamis,Skipjack tuna,30.88349013
2004,Fiji,Thunnus albacares,Yellowfin tuna,3378.898299
2004,France,Thunnus alalunga,Albacore,113.4094902
2004,France,Thunnus thynnus,Atlantic bluefin tuna,1.836097877
2004,France,Thunnus obesus,Bigeye tuna,6436.559109
2004,France,Euthynnus alletteratus,Little tunny,0.018055281
2004,France,Scombridae,Mackerels  tunas and bonitos,6.211876897
2004,France,Katsuwonus pelamis,Skipjack tuna,42045.19232
2004,France,Thunnus albacares,Yellowfin tuna,59721.06999
2004,French Polynesia,Thunnus alalunga,Albacore,1918.829419
2004,French Polynesia,Thunnus obesus,Bigeye tuna,422.3472181
2004,French Polynesia,Katsuwonus pelamis,Skipjack tuna,904.6751383
2004,French Polynesia,Thunnus albacares,Yellowfin tuna,1296.930944
2004,Gabon,Euthynnus alletteratus,Little tunny,2.172028261
2004,Gabon,Scombridae,Mackerels  tunas and bonitos,8.897716561
2004,Gabon,Thunnus albacares,Yellowfin tuna,5.315875969
2004,Gambia,Thunnus albacares,Yellowfin tuna,0.921049235
2004,Ghana,Thunnus obesus,Bigeye tuna,14445.28931
